,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
7878,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
7879,Small (Less than 250 employees),Male,55 years or older,4.0,3.0,3.0,4.0
7880,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,5.0
7881,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
7882,Small (Less than 250 employees),Female,55 years or older,3.0,2.0,3.0,3.0
7883,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,3.0,4.0
7884,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,4.0
7885,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,4.0
7886,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
7887,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
7888,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,4.0,4.0
7889,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,3.0
7890,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
7891,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
7892,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,3.0,3.0
7893,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,3.0
7894,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,3.0
7895,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,3.0,3.0
7896,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,4.0
7897,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,1.0,3.0
7898,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,4.0
7899,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
7900,Small (Less than 250 employees),Male,Under 40 years,5.0,4.0,5.0,5.0
7901,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,4.0
7902,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,2.0,4.0
7903,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,5.0
7904,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,2.0,3.0
7905,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,5.0,5.0
7906,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,5.0,4.0
7907,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
7908,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
7909,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
7910,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,3.0,3.0
7911,Small (Less than 250 employees),Male,55 years or older,1.0,3.0,3.0,4.0
7912,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,4.0,4.0
7913,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,2.0,3.0
7914,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,4.0,4.0
7915,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
7916,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,4.0
7917,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,1.0,3.0
7918,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
7919,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,4.0
7920,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,3.0
7921,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,2.0,4.0
7922,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
7923,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,4.0
7924,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,3.0
7925,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,3.0,4.0
7926,Small (Less than 250 employees),Female,Under 40 years,1.0,3.0,3.0,3.0
7927,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,3.0
7928,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,3.0,5.0
7929,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,5.0
7930,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,5.0
7931,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,4.0
7932,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
7933,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
7934,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,4.0,2.0
7935,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
7936,Small (Less than 250 employees),Male,40 to 54 years,1.0,3.0,1.0,2.0
7937,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,4.0,4.0
7938,Small (Less than 250 employees),Female,55 years or older,3.0,2.0,2.0,4.0
7939,Small (Less than 250 employees),Male,55 years or older,4.0,3.0,4.0,4.0
7940,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,5.0
7941,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
7942,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
7943,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,5.0,5.0
7944,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,5.0
7945,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,5.0
7946,Small (Less than 250 employees),Male,55 years or older,4.0,3.0,5.0,5.0
7947,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,3.0
7948,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,5.0,4.0
7949,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,2.0,4.0
7950,Small (Less than 250 employees),Female,55 years or older,1.0,4.0,2.0,4.0
7951,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
7952,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,3.0
7953,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
7954,Small (Less than 250 employees),Female,55 years or older,5.0,5.0,5.0,5.0
7955,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,4.0,4.0
7956,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,3.0,4.0
7957,Small (Less than 250 employees),Male,Under 40 years,5.0,4.0,4.0,4.0
7958,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,5.0
7959,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,3.0
7960,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,3.0,3.0
7961,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,2.0,3.0
7962,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
7963,Small (Less than 250 employees),Male,40 to 54 years,1.0,4.0,1.0,1.0
7964,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
7965,Small (Less than 250 employees),Male,Under 40 years,1.0,3.0,4.0,4.0
7966,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,3.0
7967,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,2.0
7968,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,4.0,4.0
7969,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
7970,Small (Less than 250 employees),Male,Under 40 years,1.0,2.0,3.0,3.0
7971,Small (Less than 250 employees),Male,40 to 54 years,2.0,3.0,5.0,5.0
7972,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
7973,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,2.0,4.0
7974,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,5.0
7975,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
7976,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,3.0,3.0
7977,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
7978,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,1.0,3.0
7979,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
7980,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,5.0
7981,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
7982,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,3.0,4.0
7983,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,5.0
7984,Small (Less than 250 employees),Female,55 years or older,5.0,5.0,5.0,5.0
7985,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,5.0
7986,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,4.0,4.0
7987,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
7988,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
7989,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
7990,Small (Less than 250 employees),Male,55 years or older,1.0,1.0,3.0,3.0
7991,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,2.0,4.0
7992,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
7993,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,3.0
7994,Small (Less than 250 employees),Female,Under 40 years,4.0,1.0,3.0,5.0
7995,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,4.0
7996,Small (Less than 250 employees),Female,40 to 54 years,1.0,3.0,3.0,4.0
7997,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
7998,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,4.0
7999,Small (Less than 250 employees),Female,Under 40 years,4.0,3.0,2.0,1.0
8000,Small (Less than 250 employees),Female,55 years or older,3.0,2.0,5.0,2.0
8001,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,5.0,5.0
8002,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,2.0,4.0
8003,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,2.0
8004,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,4.0
8005,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,5.0,5.0
8006,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,5.0
8007,Small (Less than 250 employees),Female,55 years or older,2.0,2.0,4.0,4.0
8008,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,4.0,4.0
8009,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,5.0
8010,Small (Less than 250 employees),Male,40 to 54 years,4.0,3.0,5.0,5.0
8011,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,1.0,5.0
8012,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8013,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,4.0,5.0
8014,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
8015,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,5.0,5.0
8016,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,4.0,4.0
8017,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
8018,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,2.0,4.0
8019,Small (Less than 250 employees),Female,55 years or older,3.0,2.0,4.0,4.0
8020,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8021,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8022,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
8023,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,3.0
8024,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,5.0,5.0
8025,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,3.0,5.0
8026,Small (Less than 250 employees),Male,Under 40 years,3.0,2.0,4.0,4.0
8027,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,4.0,4.0
8028,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,2.0,5.0
8029,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
8030,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,3.0,4.0
8031,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,4.0,5.0
8032,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
8033,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,4.0,4.0
8034,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,5.0
8035,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,5.0
8036,Small (Less than 250 employees),Male,Under 40 years,4.0,2.0,4.0,4.0
8037,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8038,Small (Less than 250 employees),Male,40 to 54 years,4.0,1.0,4.0,4.0
8039,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
8040,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,4.0,5.0
8041,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8042,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,2.0
8043,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,2.0
8044,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,2.0,4.0
8045,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
8046,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
8047,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,3.0,3.0
8048,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,2.0
8049,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,2.0,2.0
8050,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
8051,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,3.0
8052,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,5.0
8053,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,2.0,4.0
8054,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,5.0,5.0
8055,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8056,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,2.0,5.0
8057,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8058,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,3.0,4.0
8059,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,3.0
8060,Small (Less than 250 employees),Male,55 years or older,4.0,2.0,4.0,4.0
8061,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
8062,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8063,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,4.0
8064,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,3.0,4.0
8065,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,2.0,5.0
8066,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
8067,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8068,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,5.0
8069,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,3.0,4.0
8070,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
8071,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,5.0
8072,Small (Less than 250 employees),Female,40 to 54 years,4.0,1.0,3.0,4.0
8073,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,2.0,4.0
8074,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,3.0,4.0
8075,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
8076,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,5.0,4.0
8077,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,5.0
8078,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
8079,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8080,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,4.0
8081,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,3.0,4.0
8082,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,5.0
8083,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,1.0,3.0
8084,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,5.0,5.0
8085,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8086,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8087,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,3.0
8088,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,5.0
8089,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,5.0,5.0
8090,Small (Less than 250 employees),Female,Under 40 years,1.0,2.0,2.0,1.0
8091,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
8092,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
8093,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
8094,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8095,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,3.0
8096,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,2.0,3.0
8097,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8098,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,5.0,5.0
8099,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8100,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,2.0,4.0
8101,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,3.0,3.0
8102,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
8103,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,2.0,4.0
8104,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
8105,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,4.0,5.0
8106,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8107,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
8108,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,3.0
8109,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
8110,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
8111,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,4.0,4.0
8112,Small (Less than 250 employees),Male,Under 40 years,3.0,2.0,5.0,5.0
8113,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,4.0,4.0
8114,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,5.0,5.0
8115,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,3.0,5.0
8116,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,3.0,4.0
8117,Small (Less than 250 employees),Male,40 to 54 years,2.0,3.0,4.0,3.0
8118,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,2.0,3.0
8119,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,3.0,4.0
8120,Small (Less than 250 employees),Male,Under 40 years,3.0,1.0,3.0,4.0
8121,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,4.0
8122,Small (Less than 250 employees),Male,Under 40 years,1.0,3.0,3.0,3.0
8123,Small (Less than 250 employees),Male,40 to 54 years,1.0,1.0,2.0,1.0
8124,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,3.0,4.0
8125,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,3.0,4.0
8126,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
8127,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
8128,Small (Less than 250 employees),Female,55 years or older,4.0,2.0,4.0,4.0
8129,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,4.0
8130,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8131,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,2.0,2.0
8132,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,5.0,5.0
8133,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,3.0,4.0
8134,Small (Less than 250 employees),Female,40 to 54 years,2.0,1.0,1.0,3.0
8135,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,5.0
8136,Small (Less than 250 employees),Female,40 to 54 years,2.0,3.0,2.0,3.0
8137,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,3.0,4.0
8138,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,4.0,5.0
8139,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
8140,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,5.0
8141,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,2.0,4.0
8142,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,5.0,5.0
8143,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
8144,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,1.0,3.0
8145,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,1.0,2.0
8146,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,2.0,4.0
8147,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8148,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,4.0
8149,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
8150,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,2.0,3.0
8151,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,5.0,5.0
8152,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8153,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,5.0
8154,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,4.0
8155,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,2.0,4.0
8156,Small (Less than 250 employees),Male,Under 40 years,3.0,2.0,1.0,1.0
8157,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,5.0
8158,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,1.0,4.0
8159,Small (Less than 250 employees),Female,40 to 54 years,4.0,1.0,2.0,3.0
8160,Small (Less than 250 employees),Female,55 years or older,2.0,1.0,2.0,1.0
8161,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,2.0,4.0
8162,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
8163,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,4.0
8164,Small (Less than 250 employees),Female,40 to 54 years,5.0,4.0,4.0,4.0
8165,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,3.0,3.0
8166,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,4.0,4.0
8167,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8168,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,4.0
8169,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,3.0
8170,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,2.0,4.0
8171,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,4.0
8172,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,4.0
8173,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
8174,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8175,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8176,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,1.0
8177,Small (Less than 250 employees),Male,Under 40 years,4.0,2.0,5.0,4.0
8178,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,2.0,5.0
8179,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
8180,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,5.0,5.0
8181,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,1.0,1.0
8182,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
8183,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
8184,Small (Less than 250 employees),Male,40 to 54 years,2.0,2.0,2.0,4.0
8185,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8186,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
8187,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,5.0
8188,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
8189,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,5.0
8190,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
8191,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
8192,Small (Less than 250 employees),Female,40 to 54 years,5.0,4.0,5.0,5.0
8193,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,3.0
8194,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
8195,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
8196,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
8197,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
8198,Small (Less than 250 employees),Male,55 years or older,5.0,5.0,5.0,5.0
8199,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,4.0
8200,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,2.0,4.0
8201,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,5.0
8202,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
8203,Small (Less than 250 employees),Female,40 to 54 years,5.0,3.0,4.0,3.0
8204,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
8205,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,4.0
8206,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,4.0,4.0
8207,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
8208,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
8209,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
8210,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,5.0,5.0
8211,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
8212,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,5.0,3.0
8213,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,3.0,4.0
