,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
10923,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
10924,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,4.0
10925,Small (Less than 250 employees),Female,40 to 54 years,1.0,4.0,4.0,5.0
10926,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,3.0,4.0
10927,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,4.0
10928,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,2.0
10929,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
10930,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
10931,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
10932,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
10933,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,1.0,5.0
10934,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,1.0,4.0
10935,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,5.0
10936,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,4.0
10937,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
10938,Small (Less than 250 employees),Male,40 to 54 years,1.0,4.0,3.0,2.0
10939,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,5.0
10940,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
10941,Small (Less than 250 employees),Male,55 years or older,2.0,5.0,4.0,4.0
10942,Small (Less than 250 employees),Female,55 years or older,1.0,4.0,4.0,2.0
10943,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,5.0
10944,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,3.0
10945,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,2.0
10946,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,3.0
10947,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
10948,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,4.0,3.0
10949,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
10950,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,3.0
10951,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,4.0,3.0
10952,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,5.0
10953,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,5.0
10954,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
10955,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,5.0
10956,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,3.0,4.0
10957,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
10958,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
10959,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
10960,Small (Less than 250 employees),Male,55 years or older,2.0,2.0,3.0,4.0
10961,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,5.0
10962,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,3.0
10963,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,3.0
10964,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
10965,Small (Less than 250 employees),Female,Under 40 years,5.0,4.0,4.0,4.0
10966,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
10967,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
10968,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,4.0,4.0
10969,Small (Less than 250 employees),Female,40 to 54 years,1.0,4.0,3.0,4.0
10970,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,5.0
10971,Small (Less than 250 employees),Male,40 to 54 years,5.0,5.0,5.0,5.0
10972,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
10973,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,3.0,5.0
10974,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,5.0,4.0
10975,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,5.0
10976,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,4.0,4.0
10977,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,3.0,4.0
10978,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,4.0,5.0
10979,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,3.0
10980,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,5.0,5.0
10981,Small (Less than 250 employees),Male,Under 40 years,5.0,2.0,4.0,4.0
10982,Small (Less than 250 employees),Male,Under 40 years,4.0,2.0,1.0,2.0
10983,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,4.0
10984,Small (Less than 250 employees),Female,40 to 54 years,1.0,1.0,4.0,4.0
10985,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
10986,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
10987,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
10988,Small (Less than 250 employees),Male,55 years or older,5.0,5.0,5.0,5.0
10989,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,3.0,4.0
10990,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,3.0,4.0
10991,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
10992,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,5.0
10993,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,2.0,3.0
10994,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,4.0,4.0
10995,Small (Less than 250 employees),Female,55 years or older,3.0,2.0,4.0,4.0
10996,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,3.0,4.0
10997,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,5.0
10998,Small (Less than 250 employees),Male,40 to 54 years,1.0,2.0,2.0,3.0
10999,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11000,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11001,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,2.0
11002,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
11003,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,4.0
11004,Small (Less than 250 employees),Female,55 years or older,4.0,3.0,2.0,5.0
11005,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
11006,Small (Less than 250 employees),Male,40 to 54 years,2.0,5.0,4.0,4.0
11007,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,2.0,3.0
11008,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,4.0
11009,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
11010,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
11011,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,3.0
11012,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11013,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,4.0
11014,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,2.0,3.0
11015,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,3.0
11016,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,2.0,4.0
11017,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,3.0,1.0
11018,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,5.0,5.0
11019,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11020,Small (Less than 250 employees),Male,40 to 54 years,2.0,1.0,5.0,5.0
11021,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,4.0,4.0
11022,Small (Less than 250 employees),Female,55 years or older,2.0,5.0,2.0,5.0
11023,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,3.0,3.0
11024,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,4.0
11025,Small (Less than 250 employees),Female,55 years or older,4.0,3.0,1.0,4.0
11026,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,3.0,3.0
11027,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,1.0,1.0
11028,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
11029,Small (Less than 250 employees),Male,Under 40 years,1.0,2.0,1.0,2.0
11030,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,4.0
11031,Small (Less than 250 employees),Male,40 to 54 years,1.0,4.0,3.0,4.0
11032,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
11033,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,5.0
11034,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,5.0
11035,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,4.0
11036,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,3.0,4.0
11037,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,2.0,4.0
11038,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11039,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,3.0
11040,Small (Less than 250 employees),Female,Under 40 years,1.0,3.0,4.0,4.0
11041,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,5.0,5.0
11042,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
11043,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11044,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,5.0
11045,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,2.0
11046,Small (Less than 250 employees),Female,Under 40 years,2.0,1.0,1.0,5.0
11047,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,4.0,4.0
11048,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,4.0
11049,Small (Less than 250 employees),Male,40 to 54 years,4.0,2.0,5.0,5.0
11050,Small (Less than 250 employees),Male,Under 40 years,1.0,5.0,1.0,4.0
11051,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,5.0,4.0
11052,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11053,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,2.0,2.0
11054,Small (Less than 250 employees),Female,40 to 54 years,2.0,1.0,3.0,2.0
11055,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
11056,Small (Less than 250 employees),Female,Under 40 years,4.0,3.0,4.0,4.0
11057,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,2.0,3.0
11058,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,2.0
11059,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
11060,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,2.0,4.0
11061,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,5.0
11062,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11063,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,2.0,4.0
11064,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,1.0,4.0
11065,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,5.0,5.0
11066,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11067,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,5.0
11068,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,5.0
11069,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11070,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,4.0,4.0
11071,Small (Less than 250 employees),Female,Under 40 years,4.0,3.0,2.0,4.0
11072,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,5.0
11073,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,4.0,5.0
11074,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11075,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11076,Small (Less than 250 employees),Female,55 years or older,4.0,5.0,5.0,3.0
11077,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
11078,Small (Less than 250 employees),Female,40 to 54 years,1.0,3.0,1.0,1.0
11079,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11080,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
11081,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,4.0
11082,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,4.0
11083,Small (Less than 250 employees),Male,55 years or older,3.0,3.0,2.0,3.0
11084,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11085,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,3.0
11086,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
11087,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,3.0
11088,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,4.0
11089,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,1.0,4.0
11090,Small (Less than 250 employees),Female,55 years or older,2.0,1.0,4.0,4.0
11091,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,2.0,5.0
11092,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,2.0,3.0
11093,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,2.0,3.0
11094,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,5.0,4.0
11095,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11096,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
11097,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
11098,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,5.0,4.0
11099,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,3.0
11100,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,5.0,5.0
11101,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11102,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
11103,Small (Less than 250 employees),Female,55 years or older,2.0,3.0,4.0,3.0
11104,Small (Less than 250 employees),Male,55 years or older,4.0,3.0,4.0,4.0
11105,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11106,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
11107,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,4.0,4.0
11108,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11109,Small (Less than 250 employees),Female,55 years or older,2.0,4.0,2.0,3.0
11110,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11111,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
11112,Small (Less than 250 employees),Male,40 to 54 years,4.0,1.0,3.0,1.0
11113,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,5.0,5.0
11114,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11115,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,4.0
11116,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,4.0,4.0
11117,Small (Less than 250 employees),Male,Under 40 years,2.0,5.0,4.0,3.0
11118,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,4.0,4.0
11119,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,4.0,3.0
11120,Small (Less than 250 employees),Female,55 years or older,4.0,3.0,4.0,4.0
11121,Small (Less than 250 employees),Male,Under 40 years,2.0,2.0,4.0,4.0
11122,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
11123,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,2.0
11124,Small (Less than 250 employees),Female,40 to 54 years,2.0,2.0,4.0,2.0
11125,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,5.0,4.0
11126,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11127,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11128,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
11129,Small (Less than 250 employees),Male,Under 40 years,1.0,4.0,4.0,5.0
11130,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,3.0
11131,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,5.0
11132,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,5.0
11133,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,2.0,4.0
11134,Small (Less than 250 employees),Male,40 to 54 years,2.0,3.0,4.0,3.0
11135,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11136,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,2.0,3.0
11137,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,5.0,4.0
11138,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,5.0
11139,Small (Less than 250 employees),Male,55 years or older,4.0,4.0,4.0,4.0
11140,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
11141,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,3.0,4.0
11142,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,3.0
11143,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
11144,Small (Less than 250 employees),Male,Under 40 years,4.0,1.0,5.0,5.0
11145,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,1.0,4.0
11146,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,4.0
11147,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,2.0,4.0
11148,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
11149,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,5.0,5.0
11150,Small (Less than 250 employees),Male,55 years or older,2.0,5.0,5.0,5.0
11151,Small (Less than 250 employees),Male,Under 40 years,1.0,2.0,2.0,4.0
11152,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,5.0
11153,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,1.0,1.0
11154,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,4.0
11155,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,4.0,5.0
11156,Small (Less than 250 employees),Female,Under 40 years,1.0,5.0,4.0,4.0
11157,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
11158,Small (Less than 250 employees),Female,Under 40 years,1.0,4.0,4.0,3.0
11159,Small (Less than 250 employees),Male,55 years or older,2.0,4.0,4.0,5.0
11160,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,2.0,4.0
11161,Small (Less than 250 employees),Female,Under 40 years,3.0,2.0,4.0,5.0
11162,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,3.0,4.0
11163,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,3.0
11164,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11165,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,3.0
11166,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
11167,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,4.0,4.0
11168,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,4.0,4.0
11169,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
11170,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11171,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
11172,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,3.0,3.0
11173,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,4.0,4.0
11174,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,4.0,3.0
11175,Small (Less than 250 employees),Male,55 years or older,3.0,4.0,2.0,3.0
11176,Small (Less than 250 employees),Male,40 to 54 years,4.0,4.0,2.0,4.0
11177,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,5.0,5.0
11178,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
11179,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,5.0,3.0
11180,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,3.0,4.0
11181,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,5.0,4.0
11182,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
11183,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,4.0,4.0
11184,Small (Less than 250 employees),Male,Under 40 years,2.0,3.0,2.0,4.0
11185,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,4.0,4.0
11186,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,5.0,5.0
11187,Small (Less than 250 employees),Male,40 to 54 years,4.0,5.0,5.0,5.0
11188,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11189,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,5.0,5.0
11190,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,3.0,5.0
11191,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11192,Small (Less than 250 employees),Female,40 to 54 years,5.0,5.0,5.0,5.0
11193,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,5.0
11194,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11195,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11196,Small (Less than 250 employees),Male,55 years or older,2.0,3.0,4.0,4.0
11197,Small (Less than 250 employees),Male,40 to 54 years,4.0,1.0,4.0,3.0
11198,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11199,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,1.0,4.0
11200,Small (Less than 250 employees),Female,Under 40 years,5.0,5.0,2.0,4.0
11201,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,3.0,5.0
11202,Small (Less than 250 employees),Male,40 to 54 years,2.0,4.0,4.0,3.0
11203,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,4.0,5.0
11204,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
11205,Small (Less than 250 employees),Male,55 years or older,4.0,5.0,5.0,5.0
11206,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,5.0,5.0
11207,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,5.0
11208,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
11209,Small (Less than 250 employees),Male,40 to 54 years,3.0,5.0,5.0,4.0
11210,Small (Less than 250 employees),Female,55 years or older,3.0,5.0,4.0,4.0
11211,Small (Less than 250 employees),Female,40 to 54 years,2.0,4.0,3.0,3.0
11212,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,2.0,4.0
11213,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,3.0,3.0
11214,Small (Less than 250 employees),Male,40 to 54 years,3.0,3.0,3.0,4.0
11215,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,5.0,5.0
11216,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,3.0,4.0
11217,Small (Less than 250 employees),Male,55 years or older,2.0,5.0,5.0,5.0
11218,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,5.0
11219,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,3.0
11220,Small (Less than 250 employees),Female,Under 40 years,2.0,3.0,3.0,5.0
11221,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
11222,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11223,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11224,Small (Less than 250 employees),Female,40 to 54 years,3.0,4.0,3.0,4.0
11225,Small (Less than 250 employees),Female,40 to 54 years,4.0,5.0,4.0,5.0
11226,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11227,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,3.0
11228,Small (Less than 250 employees),Female,40 to 54 years,3.0,5.0,4.0,5.0
11229,Small (Less than 250 employees),Male,40 to 54 years,3.0,2.0,2.0,4.0
11230,Small (Less than 250 employees),Male,40 to 54 years,3.0,4.0,5.0,5.0
11231,Small (Less than 250 employees),Male,Under 40 years,3.0,5.0,1.0,5.0
11232,Small (Less than 250 employees),Female,Under 40 years,3.0,5.0,4.0,4.0
11233,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,5.0,5.0
11234,Small (Less than 250 employees),Male,Under 40 years,1.0,5.0,3.0,4.0
11235,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,3.0,4.0
11236,Small (Less than 250 employees),Female,40 to 54 years,4.0,3.0,3.0,4.0
11237,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,3.0,3.0
11238,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,2.0
11239,Small (Less than 250 employees),Male,55 years or older,3.0,5.0,5.0,5.0
11240,Small (Less than 250 employees),Female,40 to 54 years,3.0,2.0,5.0,5.0
11241,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,3.0,4.0
11242,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11243,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,1.0
11244,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,2.0
11245,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,2.0,1.0
11246,Small (Less than 250 employees),Female,55 years or older,1.0,3.0,4.0,4.0
11247,Small (Less than 250 employees),Male,55 years or older,4.0,2.0,4.0,4.0
11248,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,5.0,4.0
11249,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
11250,Small (Less than 250 employees),Female,40 to 54 years,3.0,3.0,4.0,4.0
11251,Small (Less than 250 employees),Female,40 to 54 years,2.0,5.0,4.0,2.0
11252,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,4.0
11253,Small (Less than 250 employees),Female,55 years or older,3.0,4.0,3.0,5.0
11254,Small (Less than 250 employees),Female,55 years or older,4.0,4.0,2.0,5.0
11255,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,4.0,4.0
11256,Small (Less than 250 employees),Female,40 to 54 years,4.0,4.0,4.0,4.0
11257,Small (Less than 250 employees),Female,55 years or older,3.0,3.0,4.0,5.0
11258,Small (Less than 250 employees),Male,55 years or older,3.0,1.0,4.0,4.0
