,AS,1. What is your gender?,2. How old were you at your last birthday?,36a. I have unrealistic time pressures,20a. My supervisor provides me with regular and constructive feedback,"18f. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","18g. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
33960,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
33961,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
33962,"Large (1,001 or more employees)",Female,Under 40 years,1.0,1.0,2.0,4.0
33963,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
33964,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,5.0
33965,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,1.0,3.0
33966,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
33967,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
33968,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
33969,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
33970,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
33971,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
33972,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,4.0,4.0
33973,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,2.0,3.0
33974,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
33975,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,3.0
33976,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
33977,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
33978,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,4.0
33979,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,2.0,2.0,2.0
33980,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,3.0
33981,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,4.0,4.0
33982,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,2.0,3.0
33983,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,5.0,2.0
33984,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,5.0,3.0
33985,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,5.0,3.0
33986,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,5.0
33987,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,1.0,1.0
33988,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
33989,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,1.0,4.0
33990,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
33991,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
33992,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
33993,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,1.0,2.0
33994,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,5.0,5.0
33995,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,3.0,5.0
33996,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
33997,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,4.0
33998,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
33999,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34000,"Large (1,001 or more employees)",Male,Under 40 years,4.0,1.0,1.0,5.0
34001,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,3.0
34002,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34003,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34004,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
34005,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,3.0,3.0
34006,"Large (1,001 or more employees)",Female,Under 40 years,1.0,1.0,3.0,2.0
34007,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,5.0
34008,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,5.0
34009,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34010,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34011,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,1.0,3.0
34012,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34013,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
34014,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,4.0,4.0
34015,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,1.0
34016,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,2.0
34017,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,5.0
34018,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34019,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34020,"Large (1,001 or more employees)",Male,Under 40 years,5.0,3.0,2.0,4.0
34021,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,3.0,3.0,4.0
34022,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34023,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34024,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,1.0,2.0
34025,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,3.0
34026,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,5.0
34027,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
34028,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
34029,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
34030,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34031,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,3.0
34032,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,4.0
34033,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34034,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
34035,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
34036,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34037,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,4.0,4.0
34038,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34039,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34040,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34041,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,1.0,4.0
34042,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,3.0,4.0
34043,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,5.0,5.0
34044,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34045,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,1.0
34046,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,3.0,4.0
34047,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
34048,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,2.0
34049,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,2.0
34050,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,3.0
34051,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34052,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,3.0,5.0
34053,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34054,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,5.0
34055,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,3.0
34056,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34057,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,2.0,5.0
34058,"Large (1,001 or more employees)",Female,Under 40 years,5.0,3.0,5.0,5.0
34059,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34060,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,2.0,5.0
34061,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,5.0
34062,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34063,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34064,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,2.0
34065,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
34066,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,1.0,4.0
34067,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,3.0,3.0
34068,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34069,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,5.0,5.0
34070,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
34071,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
34072,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34073,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34074,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,5.0
34075,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,2.0,4.0
34076,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
34077,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
34078,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34079,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34080,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,4.0,4.0
34081,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,4.0,2.0,4.0
34082,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,3.0
34083,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,1.0,5.0
34084,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,3.0
34085,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34086,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,4.0
34087,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34088,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,1.0,4.0,4.0
34089,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34090,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
34091,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,1.0,3.0,1.0
34092,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,1.0,3.0
34093,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,3.0,4.0
34094,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34095,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34096,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,2.0,4.0
34097,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34098,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,2.0,3.0
34099,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,5.0,4.0
34100,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,5.0
34101,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34102,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,5.0,5.0
34103,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,5.0
34104,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,3.0,3.0
34105,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,5.0
34106,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34107,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,2.0,4.0
34108,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,4.0,4.0
34109,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34110,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34111,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
34112,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,5.0,4.0
34113,"Large (1,001 or more employees)",Male,Under 40 years,1.0,5.0,5.0,5.0
34114,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,4.0,4.0
34115,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,5.0
34116,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34117,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,4.0
34118,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
34119,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34120,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,5.0
34121,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,1.0,4.0
34122,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,1.0,2.0
34123,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,4.0
34124,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,2.0,2.0
34125,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,2.0,5.0,5.0
34126,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,4.0
34127,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34128,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34129,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,2.0,4.0
34130,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,4.0
34131,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
34132,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34133,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34134,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34135,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,3.0,2.0
34136,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,2.0,5.0
34137,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,5.0,4.0
34138,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,2.0,4.0
34139,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
34140,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34141,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34142,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,2.0,5.0
34143,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,1.0,4.0
34144,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34145,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34146,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,4.0
34147,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34148,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,4.0,4.0
34149,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,2.0
34150,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,2.0,3.0
34151,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,5.0
34152,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,2.0,4.0
34153,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34154,"Large (1,001 or more employees)",Male,Under 40 years,1.0,2.0,2.0,4.0
34155,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,2.0,4.0
34156,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34157,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34158,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34159,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,3.0,3.0
34160,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
34161,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,4.0
34162,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
34163,"Large (1,001 or more employees)",Male,Under 40 years,3.0,1.0,4.0,5.0
34164,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34165,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,4.0,5.0
34166,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34167,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34168,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,1.0,2.0
34169,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
34170,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,2.0
34171,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,3.0
34172,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,2.0,5.0
34173,Small (Less than 250 employees),Female,Under 40 years,4.0,4.0,5.0,5.0
34174,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34175,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,1.0,2.0
34176,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34177,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,2.0,4.0
34178,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
34179,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
34180,"Medium (251 to 1,000 employees)",Male,Under 40 years,5.0,5.0,4.0,5.0
34181,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,5.0
34182,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34183,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,3.0,3.0,4.0
34184,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
34185,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34186,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
34187,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,1.0,4.0
34188,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,1.0,5.0
34189,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
34190,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
34191,Small (Less than 250 employees),Female,Under 40 years,4.0,2.0,3.0,5.0
34192,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
34193,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,2.0
34194,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,3.0,2.0
34195,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,5.0
34196,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
34197,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
34198,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34199,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
34200,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,3.0,3.0
34201,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,3.0
34202,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,2.0,4.0
34203,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,1.0,4.0
34204,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,4.0,5.0
34205,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34206,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,5.0
34207,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,3.0
34208,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,2.0,3.0
34209,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,5.0,4.0
34210,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
34211,"Large (1,001 or more employees)",Male,Under 40 years,1.0,1.0,2.0,2.0
34212,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
34213,Small (Less than 250 employees),Female,Under 40 years,3.0,3.0,4.0,4.0
34214,"Large (1,001 or more employees)",Female,Under 40 years,2.0,1.0,4.0,3.0
34215,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
34216,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34217,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34218,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,3.0,4.0
34219,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
34220,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,4.0
34221,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,3.0
34222,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,4.0,5.0
34223,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
34224,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,4.0
34225,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34226,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34227,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34228,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,2.0,5.0
34229,"Large (1,001 or more employees)",Male,Under 40 years,4.0,1.0,3.0,4.0
34230,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34231,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
34232,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,5.0,5.0
34233,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,4.0
34234,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34235,"Large (1,001 or more employees)",Female,Under 40 years,3.0,1.0,4.0,4.0
34236,"Medium (251 to 1,000 employees)",Female,Under 40 years,5.0,4.0,5.0,5.0
34237,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34238,"Large (1,001 or more employees)",Female,Under 40 years,1.0,2.0,2.0,4.0
34239,Small (Less than 250 employees),Female,Under 40 years,4.0,5.0,4.0,4.0
34240,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34241,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34242,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,3.0,1.0,3.0
34243,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,3.0,4.0
34244,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
34245,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34246,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34247,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,2.0,4.0,4.0
34248,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
34249,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
34250,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,2.0,4.0
34251,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34252,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,5.0
34253,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,2.0,4.0
34254,"Large (1,001 or more employees)",Female,Under 40 years,2.0,1.0,2.0,3.0
34255,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
34256,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,5.0
34257,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
34258,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
34259,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
34260,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34261,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,3.0,5.0
34262,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
34263,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
34264,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,5.0
34265,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,4.0,5.0
34266,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
34267,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
34268,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
34269,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
34270,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34271,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
34272,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
34273,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
34274,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,4.0
34275,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,5.0
34276,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
34277,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
34278,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,4.0,5.0
34279,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,4.0
