,2,1. What is your gender?,2. How old were you at your last birthday?,47a. I have unrealistic time pressures,19a. My supervisor communicates effectively,"17d. I am fairly remunerated (e.g. salary, superannuation) for the work that I do","17e. I am satisfied with my non-monetary employment conditions (e.g. leave, flexible work arrangements, other benefits)"
44405,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44406,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
44407,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,3.0,4.0
44408,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
44409,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,2.0
44410,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,5.0,5.0
44411,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44412,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,3.0
44413,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
44414,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,3.0,4.0
44415,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
44416,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,4.0,4.0
44417,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,4.0,4.0
44418,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,3.0,1.0
44419,"Large (1,001 or more employees)",Male,Under 40 years,2.0,2.0,2.0,5.0
44420,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,4.0,4.0
44421,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44422,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,2.0
44423,Small (Less than 250 employees),Male,Under 40 years,4.0,4.0,5.0,5.0
44424,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,3.0,2.0
44425,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44426,"Large (1,001 or more employees)",Female,Under 40 years,5.0,1.0,4.0,1.0
44427,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,5.0
44428,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,4.0
44429,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,4.0
44430,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,2.0,4.0
44431,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44432,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
44433,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44434,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,5.0,5.0
44435,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,5.0
44436,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
44437,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
44438,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,5.0
44439,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,2.0,2.0
44440,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,2.0
44441,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,3.0
44442,Small (Less than 250 employees),Female,Under 40 years,2.0,2.0,2.0,4.0
44443,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44444,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,5.0,5.0
44445,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,2.0
44446,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,2.0,3.0,4.0
44447,Small (Less than 250 employees),Female,Under 40 years,2.0,5.0,1.0,4.0
44448,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
44449,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,4.0,3.0
44450,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,2.0
44451,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,4.0
44452,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,4.0,4.0
44453,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,3.0
44454,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,5.0
44455,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44456,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,4.0,5.0
44457,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
44458,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,4.0
44459,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44460,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,4.0
44461,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,3.0,3.0
44462,"Large (1,001 or more employees)",Male,Under 40 years,5.0,4.0,4.0,4.0
44463,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44464,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,2.0,2.0
44465,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44466,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,5.0
44467,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
44468,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44469,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,3.0
44470,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
44471,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,4.0,4.0
44472,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44473,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,5.0
44474,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,5.0,5.0
44475,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,5.0,4.0
44476,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,5.0,5.0
44477,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44478,"Large (1,001 or more employees)",Male,Under 40 years,4.0,2.0,3.0,5.0
44479,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,3.0,5.0
44480,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,5.0
44481,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
44482,"Large (1,001 or more employees)",Female,Under 40 years,2.0,2.0,4.0,2.0
44483,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,3.0,3.0
44484,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,2.0,4.0
44485,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44486,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44487,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44488,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
44489,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44490,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,4.0,5.0
44491,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,3.0,4.0
44492,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,3.0
44493,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44494,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,2.0,5.0
44495,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,2.0,4.0
44496,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44497,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,3.0
44498,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,4.0
44499,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,3.0
44500,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44501,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,3.0,1.0,3.0
44502,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44503,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,5.0
44504,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
44505,"Large (1,001 or more employees)",Female,Under 40 years,5.0,4.0,4.0,2.0
44506,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,3.0
44507,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,2.0,5.0,5.0
44508,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
44509,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
44510,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44511,Small (Less than 250 employees),Male,Under 40 years,5.0,3.0,3.0,3.0
44512,Small (Less than 250 employees),Male,Under 40 years,4.0,3.0,4.0,4.0
44513,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44514,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,4.0,5.0
44515,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,2.0
44516,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
44517,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44518,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,2.0,2.0
44519,Small (Less than 250 employees),Male,Under 40 years,3.0,3.0,3.0,3.0
44520,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,1.0,3.0
44521,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,4.0,4.0
44522,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,5.0,4.0
44523,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,2.0,4.0
44524,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44525,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,2.0,2.0
44526,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
44527,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,2.0,5.0,4.0
44528,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
44529,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,5.0,2.0,3.0
44530,"Large (1,001 or more employees)",Female,Under 40 years,4.0,1.0,4.0,4.0
44531,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
44532,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44533,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,2.0,2.0
44534,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
44535,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,4.0,5.0
44536,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44537,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,3.0
44538,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44539,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
44540,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,4.0,2.0
44541,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
44542,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,3.0,4.0
44543,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
44544,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,4.0
44545,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
44546,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,4.0,5.0
44547,"Large (1,001 or more employees)",Male,Under 40 years,5.0,4.0,5.0,5.0
44548,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44549,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,1.0,1.0
44550,"Medium (251 to 1,000 employees)",Male,Under 40 years,1.0,4.0,4.0,4.0
44551,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,5.0
44552,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44553,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44554,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
44555,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
44556,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
44557,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,4.0
44558,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,3.0,4.0
44559,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44560,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,3.0
44561,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,3.0
44562,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44563,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,5.0,4.0
44564,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44565,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,4.0,4.0
44566,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,4.0,4.0
44567,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,4.0,2.0
44568,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,5.0,4.0
44569,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,4.0,5.0
44570,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44571,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44572,Small (Less than 250 employees),Male,Under 40 years,5.0,5.0,4.0,5.0
44573,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,3.0,5.0
44574,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44575,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44576,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,3.0
44577,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,3.0
44578,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44579,"Large (1,001 or more employees)",Female,Under 40 years,4.0,1.0,5.0,5.0
44580,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,2.0,4.0
44581,"Large (1,001 or more employees)",Male,Under 40 years,2.0,3.0,2.0,2.0
44582,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,5.0
44583,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,5.0
44584,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,3.0
44585,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44586,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44587,"Large (1,001 or more employees)",Male,Under 40 years,3.0,2.0,1.0,2.0
44588,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,5.0,5.0
44589,"Large (1,001 or more employees)",Male,Under 40 years,5.0,4.0,4.0,4.0
44590,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
44591,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
44592,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,3.0,4.0
44593,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44594,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,4.0,1.0,1.0
44595,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,4.0
44596,"Large (1,001 or more employees)",Male,Under 40 years,1.0,1.0,4.0,2.0
44597,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,3.0
44598,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,2.0,4.0
44599,"Large (1,001 or more employees)",Female,Under 40 years,3.0,3.0,3.0,4.0
44600,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,4.0,2.0
44601,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44602,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,1.0,4.0
44603,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44604,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
44605,Small (Less than 250 employees),Female,Under 40 years,4.0,1.0,4.0,5.0
44606,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
44607,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,4.0,4.0
44608,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
44609,"Large (1,001 or more employees)",Female,Under 40 years,4.0,3.0,4.0,4.0
44610,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
44611,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,2.0,4.0
44612,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,5.0,1.0,4.0
44613,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,5.0,5.0
44614,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
44615,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44616,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,4.0,5.0
44617,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44618,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44619,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44620,Small (Less than 250 employees),Male,Under 40 years,4.0,5.0,3.0,5.0
44621,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,4.0,4.0,2.0
44622,"Large (1,001 or more employees)",Female,Under 40 years,5.0,5.0,5.0,5.0
44623,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,4.0
44624,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,4.0,4.0
44625,"Large (1,001 or more employees)",Female,Under 40 years,3.0,2.0,4.0,4.0
44626,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
44627,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44628,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,4.0,4.0,3.0
44629,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44630,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,5.0
44631,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44632,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,2.0
44633,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,2.0,4.0
44634,"Large (1,001 or more employees)",Female,Under 40 years,1.0,5.0,5.0,5.0
44635,Small (Less than 250 employees),Male,Under 40 years,3.0,4.0,4.0,4.0
44636,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,2.0
44637,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44638,Small (Less than 250 employees),Female,Under 40 years,3.0,4.0,4.0,4.0
44639,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
44640,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44641,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44642,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44643,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44644,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44645,"Large (1,001 or more employees)",Male,Under 40 years,4.0,3.0,5.0,5.0
44646,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44647,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,4.0
44648,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,5.0,4.0
44649,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
44650,"Medium (251 to 1,000 employees)",Male,Under 40 years,3.0,5.0,4.0,4.0
44651,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,3.0,3.0
44652,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,2.0,4.0
44653,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,2.0,4.0
44654,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44655,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,3.0,3.0
44656,"Medium (251 to 1,000 employees)",Female,Under 40 years,3.0,3.0,4.0,5.0
44657,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,1.0,5.0
44658,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44659,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44660,"Large (1,001 or more employees)",Male,Under 40 years,4.0,4.0,4.0,5.0
44661,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,1.0
44662,"Large (1,001 or more employees)",Male,Under 40 years,1.0,4.0,5.0,3.0
44663,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,3.0,5.0
44664,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
44665,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44666,"Large (1,001 or more employees)",Male,Under 40 years,4.0,5.0,5.0,5.0
44667,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44668,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
44669,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,4.0,4.0
44670,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,5.0,5.0
44671,"Medium (251 to 1,000 employees)",Male,Under 40 years,4.0,2.0,2.0,4.0
44672,"Medium (251 to 1,000 employees)",Female,Under 40 years,1.0,4.0,4.0,5.0
44673,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44674,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
44675,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44676,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,5.0,5.0
44677,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44678,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,4.0
44679,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,4.0,2.0,4.0
44680,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,2.0
44681,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
44682,"Large (1,001 or more employees)",Male,Under 40 years,3.0,3.0,3.0,4.0
44683,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,3.0,4.0
44684,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44685,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,2.0,4.0
44686,Small (Less than 250 employees),Male,Under 40 years,2.0,4.0,4.0,4.0
44687,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44688,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44689,"Large (1,001 or more employees)",Male,Under 40 years,5.0,5.0,5.0,5.0
44690,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,4.0
44691,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44692,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44693,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,5.0,4.0
44694,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,5.0,5.0
44695,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,2.0,3.0
44696,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
44697,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,4.0
44698,"Large (1,001 or more employees)",Female,Under 40 years,4.0,5.0,4.0,5.0
44699,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
44700,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,2.0,4.0
44701,"Medium (251 to 1,000 employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
44702,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,2.0
44703,"Large (1,001 or more employees)",Female,Under 40 years,3.0,5.0,2.0,4.0
44704,"Large (1,001 or more employees)",Female,Under 40 years,2.0,3.0,2.0,5.0
44705,"Large (1,001 or more employees)",Female,Under 40 years,4.0,2.0,4.0,5.0
44706,"Large (1,001 or more employees)",Female,Under 40 years,1.0,4.0,2.0,5.0
44707,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,3.0
44708,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44709,"Large (1,001 or more employees)",Female,Under 40 years,2.0,5.0,1.0,1.0
44710,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,5.0,5.0
44711,"Medium (251 to 1,000 employees)",Female,Under 40 years,2.0,4.0,4.0,4.0
44712,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,4.0,5.0
44713,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,3.0,4.0
44714,"Large (1,001 or more employees)",Male,Under 40 years,2.0,4.0,4.0,4.0
44715,"Medium (251 to 1,000 employees)",Female,Under 40 years,4.0,5.0,4.0,4.0
44716,"Large (1,001 or more employees)",Female,Under 40 years,2.0,4.0,4.0,5.0
44717,"Large (1,001 or more employees)",Female,Under 40 years,4.0,4.0,4.0,4.0
44718,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,3.0
44719,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,3.0,4.0
44720,"Large (1,001 or more employees)",Male,Under 40 years,2.0,5.0,4.0,4.0
44721,Small (Less than 250 employees),Female,Under 40 years,2.0,4.0,2.0,4.0
44722,"Large (1,001 or more employees)",Female,Under 40 years,3.0,4.0,5.0,5.0
44723,"Large (1,001 or more employees)",Male,Under 40 years,3.0,5.0,3.0,4.0
44724,"Large (1,001 or more employees)",Male,Under 40 years,3.0,4.0,4.0,4.0
